,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
537,538,53.21,west coast,morning,0.51,0.79,6,6,night owl,frisbee,2,junior
537,538,48.77,west coast,evening,0.34,0.79,6,5,night owl,frisbee,2,junior
537,538,70.5,west coast,noon,0.66,1.0,7,4,night owl,frisbee,2,junior
537,538,38.85,west coast,morning,0.26,1.0,7,3,night owl,frisbee,2,junior
537,538,45.58,west coast,noon,0.0,1.0,8,2,night owl,frisbee,2,junior
537,538,49.7,west coast,morning,0.01,1.0,9,0,night owl,frisbee,2,junior
537,538,48.96,west coast,noon,0.0,1.0,10,2,night owl,frisbee,2,junior
537,538,20.82,west coast,noon,0.0,1.0,7,1,night owl,frisbee,2,junior
537,538,44.02,west coast,noon,0.17,0.91,8,0,night owl,frisbee,2,junior
537,538,32.69,west coast,evening,0.15,0.68,7,1,night owl,frisbee,2,junior
