,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
231,232,31.37,east coast,noon,0.72,0.55,5,11,night owl,baseball,5,junior
231,232,58.54,east coast,evening,0.8300000000000001,0.34,6,12,night owl,baseball,5,junior
231,232,47.27,east coast,evening,0.84,0.24,6,12,night owl,baseball,5,junior
231,232,42.65,east coast,noon,0.44,0.0,6,12,night owl,baseball,5,junior
231,232,15.52,east coast,noon,0.65,0.0,7,12,night owl,baseball,5,junior
231,232,46.29,west coast,noon,0.0,0.03,7,12,night owl,baseball,5,junior
231,232,15.1,west coast,noon,0.0,0.09,6,11,night owl,baseball,5,junior
231,232,22.11,west coast,noon,0.0,0.08,6,11,night owl,baseball,5,junior
231,232,14.94,west coast,noon,0.0,0.08,5,11,night owl,baseball,5,junior
231,232,8.52,west coast,evening,0.16,0.04,4,12,night owl,baseball,5,junior
