,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
266,267,17.87,east coast,morning,0.5700000000000001,0.5,4,9,night owl,baseball,5,sophomore
266,267,20.01,east coast,noon,0.38,0.65,4,8,night owl,baseball,5,sophomore
266,267,34.96,east coast,noon,0.15,0.77,2,8,night owl,baseball,5,sophomore
266,267,27.13,east coast,noon,0.41,0.87,2,7,night owl,baseball,5,sophomore
266,267,18.09,east coast,noon,0.0,0.98,2,7,night owl,baseball,5,sophomore
266,267,40.19,west coast,evening,0.0,1.0,4,7,night owl,baseball,5,sophomore
266,267,34.18,west coast,evening,0.01,1.0,4,6,night owl,baseball,5,sophomore
266,267,22.17,west coast,evening,0.0,0.85,4,6,night owl,baseball,5,sophomore
266,267,0.0,west coast,noon,0.0,0.77,4,5,night owl,baseball,5,sophomore
266,267,0.0,west coast,noon,0.01,0.8200000000000001,4,5,night owl,baseball,5,sophomore
