,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
815,816,14.71,west coast,noon,0.53,0.34,8,7,night owl,curling,3,junior
815,816,22.61,west coast,noon,0.3,0.38,8,8,night owl,curling,3,junior
815,816,30.91,west coast,noon,0.35,0.23,8,9,night owl,curling,3,junior
815,816,29.27,west coast,noon,0.54,0.23,9,9,night owl,curling,3,junior
815,816,34.11,west coast,noon,0.26,0.5,10,8,night owl,curling,3,junior
815,816,41.47,west coast,noon,0.64,0.53,10,7,night owl,curling,3,junior
815,816,46.52,west coast,morning,0.48,0.46,10,6,night owl,curling,3,junior
815,816,48.07,west coast,noon,0.73,0.04,7,6,night owl,curling,3,junior
815,816,33.230000000000004,west coast,morning,0.53,0.18,9,7,night owl,curling,3,junior
815,816,21.29,west coast,noon,0.36,0.2,9,6,night owl,curling,3,junior
