,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
221,222,30.67,east coast,evening,0.39,0.17,5,4,night owl,football,3,sophomore
221,222,0.0,east coast,noon,0.37,0.53,6,3,night owl,football,3,sophomore
221,222,0.0,east coast,noon,0.08,0.73,5,2,night owl,football,3,sophomore
221,222,24.94,east coast,noon,0.0,1.0,5,1,night owl,football,3,sophomore
221,222,21.36,east coast,noon,0.0,1.0,4,0,night owl,football,3,sophomore
221,222,34.14,west coast,noon,0.01,1.0,3,0,night owl,football,3,sophomore
221,222,17.14,west coast,noon,0.0,1.0,2,1,night owl,football,3,sophomore
221,222,0.0,west coast,noon,0.0,1.0,3,1,night owl,football,3,sophomore
221,222,7.92,west coast,noon,0.07,0.98,3,0,night owl,football,3,sophomore
221,222,26.4,west coast,noon,0.0,0.86,3,1,night owl,football,3,sophomore
