,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
986,987,29.14,west coast,evening,0.33,0.62,3,11,night owl,table tennis,4,sophomore
986,987,35.480000000000004,west coast,noon,0.0,0.8200000000000001,3,10,night owl,table tennis,4,sophomore
986,987,13.16,west coast,noon,0.0,1.0,3,8,night owl,table tennis,4,sophomore
986,987,19.84,west coast,noon,0.2,0.95,4,7,night owl,table tennis,4,sophomore
986,987,60.86,west coast,evening,0.5700000000000001,1.0,3,6,night owl,table tennis,4,sophomore
986,987,45.32,west coast,evening,0.1,1.0,3,6,night owl,table tennis,4,sophomore
986,987,45.76,west coast,noon,0.07,1.0,1,7,night owl,table tennis,4,sophomore
986,987,16.34,west coast,noon,0.0,1.0,1,6,night owl,table tennis,4,sophomore
986,987,35.1,west coast,evening,0.07,1.0,0,8,night owl,table tennis,4,sophomore
986,987,41.7,west coast,noon,0.0,0.98,0,10,night owl,table tennis,4,sophomore
