,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
929,930,26.35,west coast,evening,0.27,0.09,4,3,early bird,baseball,6,frosh
929,930,0.0,west coast,evening,0.55,0.05,3,2,early bird,baseball,6,frosh
929,930,100.0,west coast,noon,0.19,0.0,3,1,early bird,baseball,6,frosh
929,930,0.0,west coast,noon,0.06,0.0,3,2,early bird,baseball,6,frosh
929,930,24.48,west coast,noon,0.13,0.0,3,3,early bird,baseball,6,frosh
929,930,9.41,west coast,noon,0.3,0.0,3,3,early bird,baseball,6,frosh
929,930,0.0,west coast,noon,0.25,0.0,3,3,early bird,baseball,6,frosh
929,930,19.29,west coast,noon,0.0,0.08,2,3,early bird,baseball,6,frosh
929,930,8.94,west coast,evening,0.15,0.0,0,3,early bird,baseball,6,frosh
929,930,1.53,west coast,noon,0.54,0.16,2,2,early bird,baseball,6,frosh
