,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
872,873,24.89,west coast,noon,0.58,0.19,4,4,early bird,curling,7,frosh
872,873,35.910000000000004,west coast,noon,0.47,0.19,4,3,early bird,curling,7,frosh
872,873,12.27,west coast,noon,0.77,0.0,5,2,early bird,curling,7,frosh
872,873,34.69,west coast,noon,1.0,0.05,5,2,early bird,curling,7,frosh
872,873,32.59,west coast,noon,1.0,0.08,6,2,early bird,curling,7,frosh
872,873,24.75,west coast,evening,1.0,0.14,6,0,early bird,curling,7,frosh
872,873,35.63,west coast,noon,1.0,0.0,6,0,early bird,curling,7,frosh
872,873,22.06,west coast,noon,1.0,0.0,6,0,early bird,curling,7,frosh
872,873,57.18,west coast,noon,0.84,0.0,5,2,early bird,curling,7,frosh
872,873,28.88,west coast,noon,1.0,0.0,6,2,early bird,curling,7,frosh
