,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
546,547,31.21,west coast,evening,0.44,0.29,7,9,early bird,football,3,sophomore
546,547,47.22,west coast,noon,0.93,0.42,6,10,early bird,football,3,sophomore
546,547,43.81,west coast,evening,0.95,0.21,7,11,early bird,football,3,sophomore
546,547,27.18,west coast,noon,0.87,0.0,7,10,early bird,football,3,sophomore
546,547,39.54,west coast,noon,0.76,0.13,8,11,early bird,football,3,sophomore
546,547,40.63,west coast,noon,0.94,0.34,10,12,early bird,football,3,sophomore
546,547,42.31,west coast,noon,0.71,0.07,10,11,early bird,football,3,sophomore
546,547,61.79,west coast,morning,1.0,0.24,10,12,early bird,football,3,sophomore
546,547,58.43,west coast,noon,0.93,0.6900000000000001,10,12,early bird,football,3,sophomore
546,547,60.53,west coast,noon,1.0,0.75,10,11,early bird,football,3,sophomore
