,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
208,209,35.050000000000004,east coast,evening,0.5,0.51,2,2,night owl,football,5,junior
208,209,3.85,east coast,noon,0.27,0.54,3,1,night owl,football,5,junior
208,209,0.0,east coast,noon,0.06,0.0,2,2,night owl,football,5,junior
208,209,0.0,east coast,morning,0.24,0.0,3,4,night owl,football,5,junior
208,209,0.26,east coast,noon,0.39,0.02,4,4,night owl,football,5,junior
208,209,27.31,west coast,evening,0.55,0.06,3,3,night owl,football,5,junior
208,209,6.5200000000000005,west coast,noon,0.5,0.0,2,4,night owl,football,5,junior
208,209,8.83,west coast,noon,0.73,0.0,1,4,night owl,football,5,junior
208,209,8.3,west coast,noon,0.97,0.09,0,3,night owl,football,5,junior
208,209,19.68,west coast,evening,0.84,0.01,0,3,night owl,football,5,junior
