,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
119,120,28.24,east coast,evening,0.07,0.59,0,3,night owl,table tennis,4,sophomore
119,120,8.3,east coast,noon,0.0,0.68,0,3,night owl,table tennis,4,sophomore
119,120,29.27,east coast,noon,0.12,1.0,0,2,night owl,table tennis,4,sophomore
119,120,41.17,east coast,noon,0.33,1.0,0,3,night owl,table tennis,4,sophomore
119,120,47.18,east coast,morning,0.58,1.0,0,2,night owl,table tennis,4,sophomore
119,120,61.42,west coast,noon,0.64,1.0,0,1,night owl,table tennis,4,sophomore
119,120,48.78,west coast,noon,0.62,0.8200000000000001,2,4,night owl,table tennis,4,sophomore
119,120,54.68,west coast,evening,1.0,0.8300000000000001,1,3,night owl,table tennis,4,sophomore
119,120,57.57,west coast,evening,1.0,0.78,0,3,night owl,table tennis,4,sophomore
119,120,34.64,west coast,noon,1.0,0.72,1,2,night owl,table tennis,4,sophomore
