,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
856,857,53.64,west coast,evening,0.19,0.96,4,12,early bird,basketball,2,junior
856,857,32.6,west coast,morning,0.0,0.9,5,12,early bird,basketball,2,junior
856,857,28.07,west coast,noon,0.0,0.85,5,12,early bird,basketball,2,junior
856,857,35.9,west coast,morning,0.0,0.88,3,11,early bird,basketball,2,junior
856,857,32.38,west coast,morning,0.0,0.76,3,12,early bird,basketball,2,junior
856,857,31.36,west coast,noon,0.13,1.0,3,12,early bird,basketball,2,junior
856,857,52.68,west coast,noon,0.64,0.94,3,12,early bird,basketball,2,junior
856,857,63.59,west coast,noon,1.0,0.91,4,12,early bird,basketball,2,junior
856,857,78.7,west coast,noon,1.0,1.0,5,12,early bird,basketball,2,junior
856,857,62.14,west coast,evening,0.87,0.9,5,11,early bird,basketball,2,junior
