,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
320,321,48.34,west coast,evening,0.53,0.4,8,4,night owl,basketball,3,frosh
320,321,35.32,west coast,noon,0.0,0.0,7,5,night owl,basketball,3,frosh
320,321,32.6,west coast,noon,0.08,0.01,8,5,night owl,basketball,3,frosh
320,321,32.67,west coast,noon,0.0,0.01,7,3,night owl,basketball,3,frosh
320,321,33.55,west coast,noon,0.0,0.18,8,2,night owl,basketball,3,frosh
320,321,34.34,west coast,morning,0.02,0.17,9,3,night owl,basketball,3,frosh
320,321,31.16,west coast,evening,0.12,0.44,8,3,night owl,basketball,3,frosh
320,321,33.06,west coast,noon,0.0,0.56,10,4,night owl,basketball,3,frosh
320,321,35.71,west coast,evening,0.0,0.68,10,5,night owl,basketball,3,frosh
320,321,17.78,west coast,noon,0.03,0.24,9,6,night owl,basketball,3,frosh
