,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
533,534,37.18,west coast,morning,0.63,0.04,6,2,night owl,baseball,5,frosh
533,534,40.26,west coast,evening,1.0,0.05,6,2,night owl,baseball,5,frosh
533,534,25.87,west coast,noon,1.0,0.0,7,3,night owl,baseball,5,frosh
533,534,25.61,west coast,morning,1.0,0.22,7,3,night owl,baseball,5,frosh
533,534,40.42,west coast,noon,0.94,0.32,8,3,night owl,baseball,5,frosh
533,534,42.74,west coast,morning,1.0,0.24,9,3,night owl,baseball,5,frosh
533,534,49.75,west coast,noon,1.0,0.44,10,2,night owl,baseball,5,frosh
533,534,28.45,west coast,noon,1.0,0.27,10,2,night owl,baseball,5,frosh
533,534,51.59,west coast,noon,1.0,0.43,10,3,night owl,baseball,5,frosh
533,534,55.31,west coast,evening,0.9,0.23,10,3,night owl,baseball,5,frosh
