,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
455,456,28.15,west coast,evening,0.07,0.46,2,6,night owl,basketball,3,sophomore
455,456,2.99,west coast,noon,0.44,0.4,2,9,night owl,basketball,3,sophomore
455,456,23.95,west coast,noon,0.58,0.0,3,10,night owl,basketball,3,sophomore
455,456,26.63,west coast,noon,0.78,0.0,3,9,night owl,basketball,3,sophomore
455,456,21.37,west coast,noon,0.5700000000000001,0.08,3,10,night owl,basketball,3,sophomore
455,456,42.71,west coast,morning,0.92,0.28,4,10,night owl,basketball,3,sophomore
455,456,34.62,west coast,noon,1.0,0.15,3,10,night owl,basketball,3,sophomore
455,456,38.87,west coast,noon,0.91,0.41,3,10,night owl,basketball,3,sophomore
455,456,43.93,west coast,evening,0.75,0.39,3,9,night owl,basketball,3,sophomore
455,456,22.89,west coast,noon,0.68,0.28,3,8,night owl,basketball,3,sophomore
