,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
532,533,37.63,west coast,morning,0.53,0.5700000000000001,6,11,night owl,curling,6,sophomore
532,533,22.78,west coast,evening,0.22,0.58,4,10,night owl,curling,6,sophomore
532,533,19.53,west coast,noon,0.09,0.86,5,9,night owl,curling,6,sophomore
532,533,12.46,west coast,morning,0.0,0.67,6,10,night owl,curling,6,sophomore
532,533,41.01,west coast,noon,0.04,0.63,4,11,night owl,curling,6,sophomore
532,533,37.19,west coast,morning,0.14,1.0,5,11,night owl,curling,6,sophomore
532,533,19.72,west coast,noon,0.0,0.93,7,11,night owl,curling,6,sophomore
532,533,20.34,west coast,noon,0.08,1.0,6,11,night owl,curling,6,sophomore
532,533,22.4,west coast,noon,0.13,0.95,7,10,night owl,curling,6,sophomore
532,533,50.59,west coast,evening,0.41,1.0,7,10,night owl,curling,6,sophomore
