,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
531,532,72.21000000000001,west coast,morning,0.88,0.96,5,3,early bird,frisbee,5,senior
531,532,56.53,west coast,evening,1.0,0.81,4,4,early bird,frisbee,5,senior
531,532,49.86,west coast,noon,0.81,0.85,3,3,early bird,frisbee,5,senior
531,532,35.89,west coast,morning,0.75,0.64,3,1,early bird,frisbee,5,senior
531,532,42.2,west coast,noon,0.91,0.54,4,2,early bird,frisbee,5,senior
531,532,46.28,west coast,morning,1.0,0.52,3,3,early bird,frisbee,5,senior
531,532,55.88,west coast,noon,0.98,0.88,3,2,early bird,frisbee,5,senior
531,532,30.87,west coast,noon,0.89,0.59,3,0,early bird,frisbee,5,senior
531,532,48.41,west coast,noon,1.0,0.87,2,0,early bird,frisbee,5,senior
531,532,57.86,west coast,evening,1.0,1.0,2,0,early bird,frisbee,5,senior
