,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
811,812,23.65,west coast,noon,0.6900000000000001,0.31,9,11,night owl,table tennis,4,sophomore
811,812,46.35,west coast,noon,1.0,0.34,9,11,night owl,table tennis,4,sophomore
811,812,54.0,west coast,noon,1.0,0.59,9,11,night owl,table tennis,4,sophomore
811,812,53.89,west coast,noon,0.99,0.79,10,12,night owl,table tennis,4,sophomore
811,812,54.79,west coast,noon,1.0,0.62,9,11,night owl,table tennis,4,sophomore
811,812,68.75,west coast,noon,1.0,1.0,9,12,night owl,table tennis,4,sophomore
811,812,68.91,west coast,morning,0.94,0.79,9,11,night owl,table tennis,4,sophomore
811,812,66.66,west coast,noon,0.85,0.86,9,12,night owl,table tennis,4,sophomore
811,812,48.36,west coast,morning,0.33,1.0,9,12,night owl,table tennis,4,sophomore
811,812,62.81,west coast,noon,0.59,1.0,9,12,night owl,table tennis,4,sophomore
