,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
138,139,35.33,east coast,noon,0.32,0.04,6,9,night owl,baseball,5,frosh
138,139,13.26,east coast,morning,0.07,0.11,5,9,night owl,baseball,5,frosh
138,139,8.43,east coast,morning,0.0,0.0,6,9,night owl,baseball,5,sophomore
138,139,17.91,east coast,noon,0.0,0.04,6,9,night owl,baseball,5,sophomore
138,139,24.17,east coast,noon,0.0,0.0,6,8,night owl,baseball,5,sophomore
138,139,9.64,west coast,noon,0.13,0.0,5,9,night owl,baseball,5,sophomore
138,139,24.07,west coast,evening,0.68,0.0,4,9,night owl,baseball,5,sophomore
138,139,33.14,west coast,evening,0.87,0.02,4,8,night owl,baseball,5,sophomore
138,139,15.4,west coast,noon,0.86,0.06,5,8,night owl,baseball,5,sophomore
138,139,26.23,west coast,noon,0.86,0.0,4,9,night owl,baseball,5,sophomore
