,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
372,373,35.71,west coast,evening,0.33,0.39,6,6,night owl,table tennis,3,sophomore
372,373,35.33,west coast,noon,0.5700000000000001,0.58,4,7,night owl,table tennis,3,sophomore
372,373,25.97,west coast,noon,0.84,0.0,6,6,night owl,table tennis,3,sophomore
372,373,25.24,west coast,noon,0.34,0.0,7,6,night owl,table tennis,3,sophomore
372,373,33.660000000000004,west coast,noon,0.85,0.0,7,7,night owl,table tennis,3,sophomore
372,373,46.59,west coast,evening,0.99,0.05,7,5,night owl,table tennis,3,sophomore
372,373,53.22,west coast,evening,1.0,0.37,7,4,night owl,table tennis,3,sophomore
372,373,42.16,west coast,evening,1.0,0.0,6,4,night owl,table tennis,3,sophomore
372,373,27.92,west coast,noon,1.0,0.0,5,4,night owl,table tennis,3,junior
372,373,30.42,west coast,noon,0.93,0.08,6,4,night owl,table tennis,3,junior
