,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
347,348,51.73,west coast,evening,0.81,0.92,3,8,night owl,curling,7,senior
347,348,56.29,west coast,noon,0.76,1.0,2,7,night owl,curling,7,senior
347,348,55.370000000000005,west coast,noon,0.96,0.95,1,7,night owl,curling,7,senior
347,348,55.6,west coast,evening,1.0,0.86,0,7,night owl,curling,7,senior
347,348,60.54,west coast,noon,1.0,1.0,0,8,night owl,curling,7,senior
347,348,59.7,west coast,noon,1.0,0.96,0,10,night owl,curling,7,senior
347,348,45.32,west coast,noon,1.0,0.87,0,11,night owl,curling,7,senior
347,348,63.56,west coast,evening,1.0,0.9,0,11,night owl,curling,7,senior
347,348,35.46,west coast,noon,1.0,0.64,0,11,night owl,curling,7,senior
347,348,45.48,west coast,noon,0.97,0.42,0,11,night owl,curling,7,senior
