,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
483,484,60.21,west coast,evening,0.48,0.67,7,11,night owl,curling,3,junior
483,484,23.44,west coast,noon,0.0,0.68,8,10,night owl,curling,3,junior
483,484,30.48,west coast,noon,0.09,0.56,8,11,night owl,curling,3,junior
483,484,30.55,west coast,noon,0.01,0.6,9,10,night owl,curling,3,junior
483,484,25.74,west coast,noon,0.0,0.88,9,11,night owl,curling,3,junior
483,484,35.14,west coast,noon,0.04,1.0,9,11,night owl,curling,3,junior
483,484,30.66,west coast,evening,0.09,0.97,7,12,night owl,curling,3,junior
483,484,6.8500000000000005,west coast,noon,0.0,0.88,7,11,night owl,curling,3,junior
483,484,13.2,west coast,evening,0.05,0.8,7,11,night owl,curling,3,junior
483,484,46.01,west coast,evening,0.09,1.0,7,10,night owl,curling,3,junior
