,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
740,741,16.64,west coast,evening,0.31,0.89,4,11,early bird,curling,3,junior
740,741,42.04,west coast,noon,0.54,1.0,5,12,early bird,curling,3,junior
740,741,22.88,west coast,noon,0.03,0.96,7,12,early bird,curling,3,junior
740,741,33.28,west coast,noon,0.0,1.0,8,12,early bird,curling,3,junior
740,741,40.3,west coast,noon,0.0,1.0,8,12,early bird,curling,3,junior
740,741,29.79,west coast,noon,0.0,1.0,9,10,early bird,curling,3,junior
740,741,37.25,west coast,noon,0.0,0.94,9,9,early bird,curling,3,junior
740,741,29.47,west coast,noon,0.17,0.92,9,8,early bird,curling,3,junior
740,741,34.18,west coast,evening,0.0,0.75,8,8,early bird,curling,3,junior
740,741,5.89,west coast,evening,0.0,0.16,8,6,early bird,curling,3,junior
