,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
727,728,27.57,west coast,noon,0.54,0.47,5,8,night owl,baseball,3,junior
727,728,54.84,west coast,noon,0.8,0.9,6,8,night owl,baseball,3,junior
727,728,64.55,west coast,noon,0.9,1.0,5,9,night owl,baseball,3,junior
727,728,74.36,west coast,evening,0.71,1.0,6,9,night owl,baseball,3,junior
727,728,65.03,west coast,noon,0.87,1.0,7,9,night owl,baseball,3,junior
727,728,58.84,west coast,noon,1.0,0.93,6,9,night owl,baseball,3,junior
727,728,54.370000000000005,west coast,noon,0.78,0.89,8,9,night owl,baseball,3,junior
727,728,56.89,west coast,morning,0.79,0.85,7,9,night owl,baseball,3,junior
727,728,52.82,west coast,morning,0.64,0.71,7,8,night owl,baseball,3,junior
727,728,46.84,west coast,noon,0.8200000000000001,0.67,8,10,night owl,baseball,3,junior
