,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
656,657,52.95,west coast,evening,0.55,0.18,8,7,night owl,football,4,frosh
656,657,41.54,west coast,noon,0.74,0.0,9,7,night owl,football,4,frosh
656,657,48.17,west coast,noon,0.85,0.0,10,6,night owl,football,4,frosh
656,657,42.09,west coast,noon,0.74,0.0,10,6,night owl,football,4,sophomore
656,657,35.480000000000004,west coast,noon,0.71,0.0,9,6,night owl,football,4,sophomore
656,657,36.61,west coast,noon,0.77,0.0,8,5,night owl,football,4,sophomore
656,657,38.59,west coast,noon,0.81,0.08,7,6,night owl,football,4,sophomore
656,657,35.38,west coast,noon,1.0,0.25,5,6,night owl,football,4,sophomore
656,657,76.53,west coast,evening,0.96,0.99,5,6,night owl,football,4,sophomore
656,657,61.05,west coast,noon,0.79,1.0,3,6,night owl,football,4,sophomore
