,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
316,317,31.11,west coast,noon,0.29,0.42,4,6,night owl,table tennis,3,junior
316,317,0.0,west coast,noon,0.0,0.0,3,6,night owl,table tennis,3,junior
316,317,0.0,west coast,noon,0.01,0.0,1,6,night owl,table tennis,3,junior
316,317,0.0,west coast,noon,0.0,0.0,2,7,night owl,table tennis,3,junior
316,317,19.7,west coast,evening,0.0,0.0,2,7,night owl,table tennis,3,junior
316,317,10.85,west coast,noon,0.03,0.29,1,7,night owl,table tennis,3,junior
316,317,27.81,west coast,noon,0.32,0.56,3,7,night owl,table tennis,3,junior
316,317,43.2,west coast,evening,0.27,0.67,2,7,night owl,table tennis,3,junior
316,317,27.62,west coast,noon,0.18,0.23,2,8,night owl,table tennis,3,junior
316,317,23.6,west coast,evening,0.38,0.15,1,8,night owl,table tennis,3,junior
