,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
75,76,15.73,east coast,evening,0.78,0.14,5,0,night owl,baseball,4,sophomore
75,76,0.0,east coast,morning,0.62,0.04,5,0,night owl,baseball,4,sophomore
75,76,16.62,east coast,noon,0.87,0.0,6,2,night owl,baseball,4,sophomore
75,76,34.88,east coast,evening,1.0,0.0,7,2,night owl,baseball,4,sophomore
75,76,30.54,east coast,noon,1.0,0.11,6,2,night owl,baseball,4,sophomore
75,76,4.94,west coast,noon,1.0,0.12,4,1,night owl,baseball,4,sophomore
75,76,30.16,west coast,noon,0.9,0.0,6,2,night owl,baseball,4,sophomore
75,76,23.03,west coast,noon,0.61,0.0,6,2,night owl,baseball,4,sophomore
75,76,27.36,west coast,noon,0.38,0.0,7,3,night owl,baseball,4,sophomore
75,76,23.51,west coast,noon,0.49,0.01,6,3,night owl,baseball,4,junior
