,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
644,645,51.44,west coast,evening,0.74,0.8300000000000001,5,5,night owl,table tennis,4,junior
644,645,58.73,west coast,evening,0.93,0.8,6,4,night owl,table tennis,4,junior
644,645,72.26,west coast,evening,0.8200000000000001,0.81,8,5,night owl,table tennis,4,junior
644,645,58.97,west coast,noon,0.8200000000000001,0.93,9,5,night owl,table tennis,4,junior
644,645,64.95,west coast,noon,0.73,1.0,8,5,night owl,table tennis,4,junior
644,645,58.23,west coast,morning,0.66,1.0,7,5,night owl,table tennis,4,junior
644,645,17.62,west coast,noon,0.03,0.8200000000000001,6,4,night owl,table tennis,4,junior
644,645,22.79,west coast,noon,0.05,0.81,5,3,night owl,table tennis,4,junior
644,645,21.76,west coast,noon,0.14,0.85,7,3,night owl,table tennis,4,junior
644,645,33.8,west coast,evening,0.02,0.73,8,3,night owl,table tennis,4,junior
