,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
297,298,55.13,west coast,morning,0.9,0.35,8,3,early bird,martial arts,7,frosh
297,298,64.04,west coast,morning,0.88,0.39,9,5,early bird,martial arts,7,frosh
297,298,51.22,west coast,noon,0.85,0.47,7,6,early bird,martial arts,7,sophomore
297,298,52.78,west coast,evening,1.0,0.6900000000000001,7,5,early bird,martial arts,7,sophomore
297,298,65.51,west coast,morning,0.94,0.9,6,4,early bird,martial arts,7,sophomore
297,298,47.04,west coast,noon,0.6900000000000001,0.89,6,5,early bird,martial arts,7,sophomore
297,298,44.35,west coast,noon,0.55,0.94,6,5,early bird,martial arts,7,sophomore
297,298,57.25,west coast,noon,0.8200000000000001,0.95,5,5,early bird,martial arts,7,sophomore
297,298,56.95,west coast,morning,0.8200000000000001,0.88,4,4,early bird,martial arts,7,sophomore
297,298,41.11,west coast,noon,1.0,0.64,4,3,early bird,martial arts,7,sophomore
