,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
380,381,52.99,west coast,noon,0.09,0.24,2,1,night owl,football,3,senior
380,381,38.24,west coast,noon,0.29,0.35,2,2,night owl,football,3,senior
380,381,17.23,west coast,noon,0.0,0.09,1,3,night owl,football,3,senior
380,381,34.95,west coast,evening,0.0,0.0,2,3,night owl,football,3,senior
380,381,23.71,west coast,evening,0.0,0.0,2,5,night owl,football,3,senior
380,381,17.66,west coast,noon,0.0,0.11,2,4,night owl,football,3,senior
380,381,32.05,west coast,evening,0.11,0.0,2,2,night owl,football,3,senior
380,381,0.0,west coast,noon,0.03,0.0,3,1,night owl,football,3,senior
380,381,0.0,west coast,noon,0.0,0.0,4,1,night owl,football,3,senior
380,381,0.0,west coast,noon,0.2,0.0,4,1,night owl,football,3,senior
