,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
991,992,44.31,west coast,noon,0.76,0.71,5,11,night owl,baseball,4,junior
991,992,44.18,west coast,noon,0.55,0.72,7,11,night owl,baseball,4,junior
991,992,22.5,west coast,noon,0.16,0.13,7,11,night owl,baseball,4,junior
991,992,19.63,west coast,noon,0.0,0.35,9,11,night owl,baseball,4,junior
991,992,25.74,west coast,noon,0.0,0.81,9,12,night owl,baseball,4,senior
991,992,37.2,west coast,noon,0.1,0.99,8,12,night owl,baseball,4,senior
991,992,33.39,west coast,noon,0.0,0.88,9,12,night owl,baseball,4,senior
991,992,41.51,west coast,noon,0.01,0.63,9,12,night owl,baseball,4,senior
991,992,26.36,west coast,noon,0.16,0.8300000000000001,10,12,night owl,baseball,4,senior
991,992,27.61,west coast,noon,0.08,0.64,10,12,night owl,baseball,4,senior
