,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
250,251,22.97,east coast,evening,0.13,0.16,4,6,night owl,curling,3,sophomore
250,251,31.07,east coast,noon,0.3,0.88,5,5,night owl,curling,3,sophomore
250,251,55.28,east coast,noon,0.72,0.84,7,4,night owl,curling,3,sophomore
250,251,40.96,east coast,noon,0.93,0.42,6,4,night owl,curling,3,sophomore
250,251,49.04,east coast,morning,0.94,0.48,7,6,night owl,curling,3,sophomore
250,251,55.08,west coast,evening,0.89,0.18,7,8,night owl,curling,3,sophomore
250,251,36.51,west coast,noon,0.94,0.19,6,9,night owl,curling,3,sophomore
250,251,19.04,west coast,noon,0.77,0.12,6,9,night owl,curling,3,sophomore
250,251,38.58,west coast,morning,0.39,0.0,4,7,night owl,curling,3,sophomore
250,251,31.57,west coast,noon,0.3,0.0,5,6,night owl,curling,3,sophomore
