,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
864,865,51.07,west coast,evening,0.91,0.47,9,12,night owl,baseball,6,sophomore
864,865,46.2,west coast,morning,0.96,0.33,10,12,night owl,baseball,6,sophomore
864,865,21.26,west coast,noon,0.99,0.0,10,11,night owl,baseball,6,sophomore
864,865,39.68,west coast,evening,1.0,0.03,9,11,night owl,baseball,6,sophomore
864,865,40.94,west coast,noon,1.0,0.04,8,11,night owl,baseball,6,sophomore
864,865,24.51,west coast,noon,0.87,0.09,9,10,night owl,baseball,6,sophomore
864,865,28.71,west coast,noon,0.95,0.07,8,9,night owl,baseball,6,sophomore
864,865,35.32,west coast,noon,0.91,0.2,8,10,night owl,baseball,6,sophomore
864,865,33.83,west coast,morning,0.9,0.2,7,9,night owl,baseball,6,sophomore
864,865,52.47,west coast,evening,1.0,0.43,8,9,night owl,baseball,6,sophomore
