,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
141,142,17.17,east coast,evening,0.07,0.03,6,4,early bird,martial arts,2,frosh
141,142,12.89,east coast,noon,0.0,0.0,6,4,early bird,martial arts,2,frosh
141,142,38.95,east coast,evening,0.03,0.0,5,5,early bird,martial arts,2,frosh
141,142,35.04,east coast,noon,0.06,0.0,2,4,early bird,martial arts,2,frosh
141,142,15.0,east coast,noon,0.0,0.0,3,5,early bird,martial arts,2,frosh
141,142,13.03,west coast,noon,0.06,0.0,3,5,early bird,martial arts,2,frosh
141,142,32.4,west coast,morning,0.09,0.0,3,6,early bird,martial arts,2,frosh
141,142,31.93,west coast,noon,0.43,0.0,4,5,early bird,martial arts,2,frosh
141,142,38.97,west coast,morning,0.65,0.0,5,6,early bird,martial arts,2,frosh
141,142,38.19,west coast,noon,0.03,0.08,5,7,early bird,martial arts,2,frosh
