,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
554,555,60.24,west coast,evening,0.65,0.4,8,2,night owl,martial arts,3,junior
554,555,46.13,west coast,noon,0.6900000000000001,0.55,9,2,night owl,martial arts,3,junior
554,555,50.85,west coast,noon,0.91,0.47,10,2,night owl,martial arts,3,junior
554,555,62.11,west coast,noon,0.98,0.7000000000000001,9,2,night owl,martial arts,3,junior
554,555,83.39,west coast,noon,1.0,1.0,10,3,night owl,martial arts,3,junior
554,555,70.99,west coast,morning,0.97,0.89,9,5,night owl,martial arts,3,junior
554,555,67.5,west coast,noon,1.0,0.72,10,2,night owl,martial arts,3,junior
554,555,70.26,west coast,evening,1.0,0.4,10,2,night owl,martial arts,3,junior
554,555,66.79,west coast,noon,0.95,0.81,9,2,night owl,martial arts,3,junior
554,555,78.05,west coast,noon,0.98,1.0,8,2,night owl,martial arts,3,junior
