,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
942,943,62.79,west coast,evening,0.61,0.93,4,7,night owl,basketball,3,junior
942,943,72.7,west coast,evening,1.0,0.8,5,9,night owl,basketball,3,junior
942,943,61.26,west coast,noon,0.9,0.77,7,7,night owl,basketball,3,junior
942,943,69.54,west coast,evening,0.6900000000000001,0.78,5,6,night owl,basketball,3,junior
942,943,57.14,west coast,noon,0.58,1.0,5,6,night owl,basketball,3,junior
942,943,39.06,west coast,noon,0.17,1.0,6,5,night owl,basketball,3,junior
942,943,48.43,west coast,noon,0.39,1.0,7,4,night owl,basketball,3,junior
942,943,58.94,west coast,noon,0.76,0.84,7,3,night owl,basketball,3,junior
942,943,48.02,west coast,noon,0.71,0.74,7,5,night owl,basketball,3,junior
942,943,58.39,west coast,noon,0.72,0.8300000000000001,8,5,night owl,basketball,3,junior
