,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
13,14,35.22,east coast,evening,0.39,0.06,6,3,night owl,gymnastics,4,sophomore
13,14,2.23,east coast,noon,0.22,0.08,4,3,night owl,gymnastics,4,junior
13,14,17.64,east coast,noon,0.07,0.0,3,4,night owl,gymnastics,4,junior
13,14,8.39,east coast,noon,0.11,0.0,4,4,night owl,gymnastics,4,junior
13,14,34.79,east coast,evening,0.32,0.12,5,4,night owl,gymnastics,4,junior
13,14,0.0,west coast,noon,0.34,0.0,7,4,night owl,gymnastics,4,junior
13,14,32.81,west coast,evening,0.65,0.01,8,5,night owl,gymnastics,4,junior
13,14,39.98,west coast,evening,0.76,0.17,7,5,night owl,gymnastics,4,junior
13,14,25.78,west coast,morning,0.36,0.11,7,5,night owl,gymnastics,4,junior
13,14,24.31,west coast,noon,0.44,0.38,6,5,night owl,gymnastics,4,junior
