,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
124,125,45.87,east coast,evening,0.66,0.63,2,8,night owl,table tennis,6,sophomore
124,125,55.1,east coast,noon,1.0,0.81,2,9,night owl,table tennis,6,sophomore
124,125,67.49,east coast,evening,1.0,1.0,1,9,night owl,table tennis,6,sophomore
124,125,61.71,east coast,morning,1.0,1.0,0,10,night owl,table tennis,6,sophomore
124,125,57.08,east coast,noon,0.95,0.9,1,9,night owl,table tennis,6,sophomore
124,125,42.64,west coast,noon,0.96,0.53,0,9,night owl,table tennis,6,sophomore
124,125,28.7,west coast,noon,0.97,0.43,0,9,night owl,table tennis,6,sophomore
124,125,23.79,west coast,noon,1.0,0.0,1,9,night owl,table tennis,6,junior
124,125,30.74,west coast,evening,1.0,0.0,2,10,night owl,table tennis,6,junior
124,125,39.04,west coast,evening,1.0,0.15,2,9,night owl,table tennis,6,junior
