,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
593,594,44.62,west coast,morning,0.72,0.35,6,5,early bird,curling,4,junior
593,594,30.1,west coast,noon,1.0,0.09,6,6,early bird,curling,4,junior
593,594,38.27,west coast,evening,1.0,0.21,7,6,early bird,curling,4,junior
593,594,36.12,west coast,noon,1.0,0.08,8,7,early bird,curling,4,junior
593,594,43.43,west coast,morning,0.98,0.0,10,6,early bird,curling,4,junior
593,594,46.41,west coast,noon,1.0,0.03,10,6,early bird,curling,4,junior
593,594,42.08,west coast,noon,0.98,0.04,10,6,early bird,curling,4,junior
593,594,52.9,west coast,morning,0.95,0.26,9,5,early bird,curling,4,junior
593,594,36.73,west coast,noon,0.91,0.27,9,6,early bird,curling,4,junior
593,594,52.26,west coast,noon,0.84,0.48,9,4,early bird,curling,4,junior
