,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
494,495,49.02,west coast,noon,0.41,0.47,6,6,night owl,table tennis,3,sophomore
494,495,9.14,west coast,noon,0.0,0.02,5,6,night owl,table tennis,3,sophomore
494,495,12.72,west coast,noon,0.0,0.06,5,5,night owl,table tennis,3,sophomore
494,495,16.87,west coast,noon,0.14,0.14,4,4,night owl,table tennis,3,sophomore
494,495,0.0,west coast,noon,0.0,0.04,3,5,night owl,table tennis,3,sophomore
494,495,25.42,west coast,noon,0.13,0.0,3,5,night owl,table tennis,3,sophomore
494,495,41.67,west coast,noon,0.09,0.01,4,4,night owl,table tennis,3,sophomore
494,495,7.61,west coast,noon,0.16,0.13,4,3,night owl,table tennis,3,sophomore
494,495,13.19,west coast,noon,0.0,0.18,3,4,night owl,table tennis,3,sophomore
494,495,0.0,west coast,noon,0.0,0.26,1,6,night owl,table tennis,3,sophomore
