,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
514,515,59.3,west coast,morning,0.88,0.68,8,11,night owl,baseball,7,junior
514,515,46.68,west coast,noon,1.0,0.54,8,12,night owl,baseball,7,junior
514,515,52.45,west coast,noon,0.99,0.5700000000000001,8,12,night owl,baseball,7,junior
514,515,50.54,west coast,noon,0.94,0.0,9,11,night owl,baseball,7,junior
514,515,36.48,west coast,noon,1.0,0.0,9,11,night owl,baseball,7,junior
514,515,43.79,west coast,noon,0.98,0.0,10,12,night owl,baseball,7,junior
514,515,39.09,west coast,morning,0.95,0.06,10,11,night owl,baseball,7,junior
514,515,45.43,west coast,noon,0.91,0.0,10,11,night owl,baseball,7,junior
514,515,35.0,west coast,noon,0.72,0.06,10,11,night owl,baseball,7,junior
514,515,22.25,west coast,evening,0.33,0.13,8,12,night owl,baseball,7,junior
