,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
95,96,40.54,east coast,morning,0.45,0.51,7,6,night owl,martial arts,3,sophomore
95,96,65.72,east coast,evening,0.79,0.71,8,5,night owl,martial arts,3,sophomore
95,96,48.13,east coast,evening,0.98,0.27,7,7,night owl,martial arts,3,sophomore
95,96,65.67,east coast,evening,1.0,0.54,8,4,night owl,martial arts,3,sophomore
95,96,58.19,east coast,noon,0.96,0.62,8,3,night owl,martial arts,3,sophomore
95,96,69.49,west coast,morning,0.95,0.86,8,3,night owl,martial arts,3,junior
95,96,63.05,west coast,noon,1.0,0.87,6,2,night owl,martial arts,3,junior
95,96,81.89,west coast,evening,1.0,1.0,5,2,night owl,martial arts,3,junior
95,96,77.09,west coast,morning,1.0,1.0,5,4,night owl,martial arts,3,junior
95,96,76.15,west coast,noon,0.96,1.0,5,5,night owl,martial arts,3,junior
