,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
211,212,27.58,east coast,morning,0.25,0.64,4,3,night owl,basketball,3,sophomore
211,212,48.52,east coast,evening,0.53,0.64,4,3,night owl,basketball,3,sophomore
211,212,5.43,east coast,morning,0.07,0.79,5,3,night owl,basketball,3,sophomore
211,212,37.39,east coast,noon,0.11,0.97,6,2,night owl,basketball,3,sophomore
211,212,40.3,east coast,noon,0.26,1.0,5,2,night owl,basketball,3,sophomore
211,212,12.9,west coast,noon,0.0,0.92,6,2,night owl,basketball,3,sophomore
211,212,35.14,west coast,noon,0.0,1.0,5,2,night owl,basketball,3,sophomore
211,212,33.02,west coast,evening,0.0,0.95,4,1,night owl,basketball,3,sophomore
211,212,34.5,west coast,noon,0.16,0.7000000000000001,2,3,night owl,basketball,3,sophomore
211,212,25.47,west coast,noon,0.48,0.68,1,2,night owl,basketball,3,sophomore
