,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
107,108,59.71,east coast,morning,0.92,0.8300000000000001,8,10,night owl,frisbee,4,junior
107,108,85.21000000000001,east coast,evening,0.92,1.0,8,10,night owl,frisbee,4,junior
107,108,87.41,east coast,noon,1.0,1.0,10,9,night owl,frisbee,4,junior
107,108,88.25,east coast,noon,1.0,1.0,10,8,night owl,frisbee,4,junior
107,108,85.0,east coast,evening,1.0,0.91,9,8,night owl,frisbee,4,junior
107,108,79.12,west coast,noon,0.86,1.0,9,8,night owl,frisbee,4,junior
107,108,60.5,west coast,noon,0.54,0.99,8,6,night owl,frisbee,4,junior
107,108,46.0,west coast,noon,0.22,1.0,9,5,night owl,frisbee,4,junior
107,108,37.47,west coast,noon,0.17,0.96,8,7,night owl,frisbee,4,junior
107,108,37.89,west coast,noon,0.13,0.86,7,7,night owl,frisbee,4,junior
