,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
504,505,37.22,west coast,morning,0.66,0.46,10,12,night owl,curling,2,junior
504,505,27.84,west coast,morning,0.35,0.64,10,12,night owl,curling,2,junior
504,505,33.42,west coast,noon,0.0,0.11,10,12,night owl,curling,2,junior
504,505,45.47,west coast,noon,0.0,0.53,10,12,night owl,curling,2,junior
504,505,38.28,west coast,noon,0.0,0.6,10,12,night owl,curling,2,junior
504,505,25.15,west coast,noon,0.01,0.95,9,11,night owl,curling,2,junior
504,505,30.31,west coast,noon,0.0,0.86,9,11,night owl,curling,2,junior
504,505,23.17,west coast,noon,0.0,0.93,7,12,night owl,curling,2,junior
504,505,26.71,west coast,noon,0.0,0.91,8,12,night owl,curling,2,junior
504,505,15.04,west coast,noon,0.0,0.76,8,12,night owl,curling,2,junior
