,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
570,571,37.66,west coast,evening,0.5700000000000001,0.26,6,1,night owl,frisbee,6,frosh
570,571,26.79,west coast,evening,0.55,0.1,6,0,night owl,frisbee,6,frosh
570,571,28.05,west coast,noon,0.76,0.0,6,0,night owl,frisbee,6,frosh
570,571,24.08,west coast,noon,0.78,0.0,6,0,night owl,frisbee,6,frosh
570,571,31.89,west coast,noon,0.95,0.0,5,0,night owl,frisbee,6,frosh
570,571,12.3,west coast,morning,1.0,0.0,5,1,night owl,frisbee,6,frosh
570,571,39.27,west coast,noon,0.97,0.05,5,0,night owl,frisbee,6,frosh
570,571,34.83,west coast,noon,0.65,0.2,5,0,night owl,frisbee,6,frosh
570,571,25.32,west coast,noon,1.0,0.06,4,0,night owl,frisbee,6,frosh
570,571,22.54,west coast,noon,1.0,0.05,6,0,night owl,frisbee,6,frosh
