,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
243,244,51.21,east coast,evening,0.72,0.58,8,10,night owl,football,3,junior
243,244,35.410000000000004,east coast,noon,0.5,0.77,8,10,night owl,football,3,junior
243,244,54.15,east coast,evening,0.23,1.0,9,11,night owl,football,3,junior
243,244,56.69,east coast,noon,0.43,0.97,9,10,night owl,football,3,junior
243,244,54.11,east coast,evening,0.32,0.95,9,9,night owl,football,3,junior
243,244,41.09,west coast,noon,0.15,0.97,6,9,night owl,football,3,junior
243,244,35.47,west coast,noon,0.17,0.99,7,9,night owl,football,3,junior
243,244,14.93,west coast,morning,0.0,0.94,6,7,night owl,football,3,junior
243,244,21.62,west coast,noon,0.09,0.88,6,6,night owl,football,3,junior
243,244,26.06,west coast,noon,0.0,0.71,5,6,night owl,football,3,junior
