,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
622,623,65.95,west coast,evening,0.98,0.73,9,6,night owl,baseball,6,junior
622,623,54.65,west coast,noon,0.93,0.67,8,4,night owl,baseball,6,junior
622,623,52.92,west coast,evening,0.98,0.18,9,4,night owl,baseball,6,junior
622,623,37.61,west coast,noon,0.89,0.07,9,4,night owl,baseball,6,senior
622,623,48.65,west coast,noon,1.0,0.0,10,4,night owl,baseball,6,senior
622,623,42.89,west coast,noon,0.98,0.0,10,2,night owl,baseball,6,senior
622,623,45.01,west coast,noon,1.0,0.0,10,1,night owl,baseball,6,senior
622,623,19.6,west coast,noon,0.98,0.0,10,1,night owl,baseball,6,senior
622,623,39.01,west coast,noon,1.0,0.11,10,3,night owl,baseball,6,senior
622,623,43.98,west coast,noon,0.96,0.0,10,2,night owl,baseball,6,senior
