,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
964,965,24.62,west coast,evening,0.04,0.21,1,4,night owl,martial arts,3,sophomore
964,965,26.37,west coast,noon,0.0,0.0,1,5,night owl,martial arts,3,sophomore
964,965,23.46,west coast,evening,0.0,0.0,3,5,night owl,martial arts,3,sophomore
964,965,27.5,west coast,noon,0.16,0.0,4,3,night owl,martial arts,3,sophomore
964,965,14.07,west coast,noon,0.34,0.08,5,2,night owl,martial arts,3,sophomore
964,965,46.29,west coast,evening,0.49,0.21,6,3,night owl,martial arts,3,sophomore
964,965,15.82,west coast,noon,0.01,0.53,8,3,night owl,martial arts,3,sophomore
964,965,30.11,west coast,noon,0.08,1.0,7,3,night owl,martial arts,3,sophomore
964,965,35.22,west coast,noon,0.13,0.87,8,2,night owl,martial arts,3,sophomore
964,965,50.38,west coast,noon,0.24,0.74,9,4,night owl,martial arts,3,sophomore
