,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
990,991,0.0,west coast,noon,0.0,0.31,0,0,night owl,frisbee,2,sophomore
990,991,22.04,west coast,noon,0.16,0.12,0,2,night owl,frisbee,2,sophomore
990,991,40.19,west coast,noon,0.07,0.36,0,1,night owl,frisbee,2,sophomore
990,991,15.76,west coast,noon,0.0,0.9,0,1,night owl,frisbee,2,sophomore
990,991,14.75,west coast,noon,0.14,0.68,0,4,night owl,frisbee,2,sophomore
990,991,28.2,west coast,noon,0.0,0.74,1,5,night owl,frisbee,2,sophomore
990,991,49.57,west coast,noon,0.07,0.65,0,5,night owl,frisbee,2,sophomore
990,991,46.49,west coast,noon,0.08,0.24,1,4,night owl,frisbee,2,sophomore
990,991,42.84,west coast,noon,0.0,0.67,1,3,night owl,frisbee,2,sophomore
990,991,18.21,west coast,noon,0.0,0.8300000000000001,1,4,night owl,frisbee,2,sophomore
