,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
739,740,43.96,west coast,morning,0.93,0.75,6,6,night owl,gymnastics,6,junior
739,740,53.29,west coast,noon,1.0,0.9,6,6,night owl,gymnastics,6,junior
739,740,33.89,west coast,noon,0.8,0.73,6,7,night owl,gymnastics,6,junior
739,740,37.22,west coast,noon,0.97,0.72,5,8,night owl,gymnastics,6,junior
739,740,34.230000000000004,west coast,noon,1.0,0.29,5,8,night owl,gymnastics,6,junior
739,740,30.65,west coast,noon,0.98,0.0,6,8,night owl,gymnastics,6,junior
739,740,38.86,west coast,evening,0.75,0.0,5,9,night owl,gymnastics,6,junior
739,740,18.24,west coast,noon,0.16,0.0,6,10,night owl,gymnastics,6,junior
739,740,15.07,west coast,evening,0.27,0.06,5,10,night owl,gymnastics,6,junior
739,740,17.36,west coast,morning,0.63,0.16,4,11,night owl,gymnastics,6,senior
