,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
925,926,54.84,west coast,evening,0.63,0.49,8,8,night owl,frisbee,4,sophomore
925,926,57.05,west coast,evening,0.7000000000000001,0.62,7,9,night owl,frisbee,4,sophomore
925,926,44.19,west coast,noon,1.0,0.28,6,8,night owl,frisbee,4,junior
925,926,30.88,west coast,noon,1.0,0.2,6,6,night owl,frisbee,4,junior
925,926,72.25,west coast,noon,1.0,1.0,5,4,night owl,frisbee,4,junior
925,926,68.97,west coast,noon,0.97,1.0,5,3,night owl,frisbee,4,junior
925,926,58.96,west coast,noon,1.0,0.9,4,2,night owl,frisbee,4,junior
925,926,56.13,west coast,noon,0.99,0.86,2,1,night owl,frisbee,4,junior
925,926,51.47,west coast,evening,1.0,0.62,2,0,night owl,frisbee,4,junior
925,926,64.57000000000001,west coast,noon,1.0,1.0,3,1,night owl,frisbee,4,junior
