,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
491,492,67.0,west coast,noon,0.56,0.91,7,11,night owl,frisbee,3,sophomore
491,492,24.31,west coast,noon,0.28,0.89,6,11,night owl,frisbee,3,sophomore
491,492,64.66,west coast,noon,0.8,1.0,5,9,night owl,frisbee,3,sophomore
491,492,44.26,west coast,noon,0.45,0.92,5,9,night owl,frisbee,3,sophomore
491,492,37.67,west coast,noon,0.17,0.79,5,8,night owl,frisbee,3,sophomore
491,492,20.76,west coast,noon,0.05,0.91,5,9,night owl,frisbee,3,sophomore
491,492,44.52,west coast,noon,0.25,1.0,5,8,night owl,frisbee,3,sophomore
491,492,57.6,west coast,noon,0.59,1.0,6,7,night owl,frisbee,3,sophomore
491,492,11.2,west coast,noon,0.05,0.86,7,9,night owl,frisbee,3,sophomore
491,492,8.07,west coast,noon,0.0,0.67,5,11,night owl,frisbee,3,sophomore
