,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
336,337,8.67,west coast,noon,0.1,0.04,2,3,night owl,baseball,5,frosh
336,337,3.09,west coast,evening,0.3,0.04,1,3,night owl,baseball,5,frosh
336,337,0.0,west coast,morning,0.05,0.0,0,2,night owl,baseball,5,frosh
336,337,26.71,west coast,noon,0.0,0.0,0,3,night owl,baseball,5,frosh
336,337,39.44,west coast,noon,0.1,0.08,0,3,night owl,baseball,5,frosh
336,337,27.5,west coast,noon,0.13,0.0,0,2,night owl,baseball,5,frosh
336,337,29.06,west coast,noon,0.66,0.14,0,0,night owl,baseball,5,frosh
336,337,13.67,west coast,noon,0.54,0.27,1,0,night owl,baseball,5,frosh
336,337,0.0,west coast,noon,0.0,0.51,0,0,night owl,baseball,5,frosh
336,337,0.0,west coast,noon,0.0,0.53,0,2,night owl,baseball,5,sophomore
