,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
894,895,0.0,west coast,evening,0.09,0.09,4,7,early bird,baseball,2,junior
894,895,6.03,west coast,noon,0.0,0.0,1,8,early bird,baseball,2,junior
894,895,21.76,west coast,noon,0.0,0.0,1,8,early bird,baseball,2,junior
894,895,19.52,west coast,noon,0.0,0.0,0,8,early bird,baseball,2,junior
894,895,32.09,west coast,noon,0.0,0.15,0,10,early bird,baseball,2,junior
894,895,15.14,west coast,noon,0.0,0.3,0,10,early bird,baseball,2,junior
894,895,14.52,west coast,noon,0.0,0.42,1,8,early bird,baseball,2,junior
894,895,40.68,west coast,morning,0.04,0.36,0,11,early bird,baseball,2,junior
894,895,13.17,west coast,noon,0.12,0.37,0,10,early bird,baseball,2,junior
894,895,23.33,west coast,noon,0.02,0.76,0,12,early bird,baseball,2,junior
