,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
37,38,36.25,east coast,noon,0.51,0.29,6,5,early bird,martial arts,5,frosh
37,38,34.95,east coast,noon,0.3,0.5,8,4,early bird,martial arts,5,frosh
37,38,46.82,east coast,noon,0.6,0.15,7,3,early bird,martial arts,5,frosh
37,38,30.27,east coast,evening,0.28,0.73,8,3,early bird,martial arts,5,frosh
37,38,23.84,east coast,noon,0.01,0.84,7,3,early bird,martial arts,5,frosh
37,38,36.72,west coast,evening,0.11,0.92,8,4,early bird,martial arts,5,frosh
37,38,42.36,west coast,morning,0.0,1.0,8,4,early bird,martial arts,5,frosh
37,38,42.27,west coast,noon,0.0,1.0,8,3,early bird,martial arts,5,frosh
37,38,43.82,west coast,evening,0.0,0.92,8,3,early bird,martial arts,5,frosh
37,38,41.54,west coast,evening,0.0,1.0,8,2,early bird,martial arts,5,frosh
