,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
158,159,44.39,east coast,evening,0.7000000000000001,0.54,4,2,night owl,baseball,6,junior
158,159,35.87,east coast,noon,0.14,0.65,3,3,night owl,baseball,6,junior
158,159,0.0,east coast,noon,0.0,0.67,2,5,night owl,baseball,6,junior
158,159,0.0,east coast,noon,0.0,0.51,5,5,night owl,baseball,6,junior
158,159,38.02,east coast,noon,0.0,0.64,5,4,night owl,baseball,6,junior
158,159,28.99,west coast,noon,0.0,0.87,5,5,night owl,baseball,6,junior
158,159,48.46,west coast,noon,0.0,1.0,4,6,night owl,baseball,6,junior
158,159,25.49,west coast,noon,0.08,1.0,5,7,night owl,baseball,6,junior
158,159,42.12,west coast,noon,0.21,1.0,7,7,night owl,baseball,6,junior
158,159,34.43,west coast,morning,0.3,0.9,8,6,night owl,baseball,6,junior
