,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
127,128,31.55,east coast,evening,0.31,0.48,2,3,night owl,curling,3,junior
127,128,34.38,east coast,noon,0.0,0.0,2,3,night owl,curling,3,junior
127,128,6.59,east coast,evening,0.0,0.01,2,2,night owl,curling,3,junior
127,128,7.5,east coast,morning,0.14,0.0,3,1,night owl,curling,3,junior
127,128,50.45,east coast,noon,0.32,0.0,3,0,night owl,curling,3,junior
127,128,0.73,west coast,noon,0.43,0.01,4,0,night owl,curling,3,junior
127,128,0.0,west coast,noon,0.0,0.0,3,1,night owl,curling,3,junior
127,128,10.23,west coast,noon,0.08,0.03,3,3,night owl,curling,3,junior
127,128,21.83,west coast,evening,0.43,0.0,4,4,night owl,curling,3,junior
127,128,32.74,west coast,evening,0.4,0.06,4,4,night owl,curling,3,junior
