,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
846,847,55.07,west coast,noon,0.99,0.74,10,11,night owl,curling,7,sophomore
846,847,87.3,west coast,evening,1.0,1.0,10,11,night owl,curling,7,sophomore
846,847,60.84,west coast,noon,1.0,0.89,10,12,night owl,curling,7,sophomore
846,847,74.05,west coast,noon,0.96,1.0,9,12,night owl,curling,7,sophomore
846,847,65.79,west coast,noon,1.0,0.92,9,12,night owl,curling,7,sophomore
846,847,43.43,west coast,evening,0.86,0.7000000000000001,7,12,night owl,curling,7,sophomore
846,847,40.03,west coast,noon,0.84,0.5700000000000001,7,12,night owl,curling,7,sophomore
846,847,19.02,west coast,noon,0.63,0.06,7,12,night owl,curling,7,sophomore
846,847,24.42,west coast,noon,0.29,0.49,8,12,night owl,curling,7,sophomore
846,847,23.14,west coast,noon,0.32,0.54,8,12,night owl,curling,7,sophomore
