,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
930,931,9.95,west coast,evening,0.04,0.51,0,7,night owl,table tennis,4,frosh
930,931,18.99,west coast,noon,0.0,0.68,0,9,night owl,table tennis,4,frosh
930,931,40.76,west coast,noon,0.07,0.76,1,9,night owl,table tennis,4,frosh
930,931,0.0,west coast,noon,0.0,0.37,1,7,night owl,table tennis,4,frosh
930,931,0.0,west coast,noon,0.2,0.25,0,7,night owl,table tennis,4,frosh
930,931,8.120000000000001,west coast,noon,0.5,0.25,0,8,night owl,table tennis,4,frosh
930,931,34.37,west coast,noon,0.8200000000000001,0.49,1,9,night owl,table tennis,4,frosh
930,931,50.14,west coast,noon,1.0,0.88,2,7,night owl,table tennis,4,frosh
930,931,54.49,west coast,noon,0.94,0.9,2,8,night owl,table tennis,4,frosh
930,931,67.62,west coast,noon,1.0,1.0,3,8,night owl,table tennis,4,frosh
