,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
965,966,15.26,west coast,evening,0.04,0.21,2,2,early bird,table tennis,3,sophomore
965,966,37.25,west coast,noon,0.18,0.45,3,2,early bird,table tennis,3,sophomore
965,966,0.0,west coast,evening,0.0,0.22,4,1,early bird,table tennis,3,sophomore
965,966,26.57,west coast,noon,0.0,0.36,4,1,early bird,table tennis,3,sophomore
965,966,9.47,west coast,noon,0.1,0.16,4,1,early bird,table tennis,3,sophomore
965,966,30.02,west coast,evening,0.41,0.42,5,1,early bird,table tennis,3,sophomore
965,966,8.89,west coast,noon,0.52,0.0,7,1,early bird,table tennis,3,sophomore
965,966,10.77,west coast,noon,0.51,0.0,7,3,early bird,table tennis,3,sophomore
965,966,34.05,west coast,noon,0.35,0.03,7,4,early bird,table tennis,3,sophomore
965,966,39.05,west coast,noon,0.61,0.0,7,4,early bird,table tennis,3,sophomore
