,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
11,12,41.87,east coast,evening,0.66,0.35,3,4,early bird,curling,5,sophomore
11,12,47.14,east coast,noon,1.0,0.66,3,4,early bird,curling,5,sophomore
11,12,63.7,east coast,noon,1.0,1.0,3,3,early bird,curling,5,sophomore
11,12,67.91,east coast,noon,1.0,1.0,3,3,early bird,curling,5,sophomore
11,12,59.05,east coast,evening,1.0,0.96,2,2,early bird,curling,5,sophomore
11,12,50.25,west coast,noon,0.98,1.0,2,1,early bird,curling,5,sophomore
11,12,63.16,west coast,evening,1.0,1.0,3,1,early bird,curling,5,sophomore
11,12,53.65,west coast,evening,0.8300000000000001,1.0,1,3,early bird,curling,5,sophomore
11,12,67.04,west coast,morning,0.93,1.0,0,5,early bird,curling,5,sophomore
11,12,44.72,west coast,noon,1.0,0.93,0,4,early bird,curling,5,sophomore
