,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
809,810,0.0,west coast,noon,0.14,0.61,1,9,early bird,football,6,sophomore
809,810,0.0,west coast,noon,0.0,0.62,2,10,early bird,football,6,sophomore
809,810,22.86,west coast,evening,0.02,0.0,1,9,early bird,football,6,sophomore
809,810,81.45,west coast,noon,0.0,0.02,0,8,early bird,football,6,sophomore
809,810,0.0,west coast,noon,0.02,0.08,0,9,early bird,football,6,sophomore
809,810,0.0,west coast,noon,0.0,0.0,1,9,early bird,football,6,sophomore
809,810,0.0,west coast,noon,0.25,0.01,0,7,early bird,football,6,sophomore
809,810,7.57,west coast,noon,0.61,0.03,0,6,early bird,football,6,sophomore
809,810,10.09,west coast,noon,0.8,0.08,0,5,early bird,football,6,sophomore
809,810,24.7,west coast,noon,0.62,0.0,0,4,early bird,football,6,sophomore
