,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
711,712,12.79,west coast,evening,0.59,0.39,3,1,night owl,football,6,junior
711,712,23.95,west coast,evening,0.52,0.43,2,1,night owl,football,6,junior
711,712,28.2,west coast,noon,0.43,0.0,1,0,night owl,football,6,junior
711,712,32.51,west coast,noon,0.0,0.0,2,0,night owl,football,6,senior
711,712,14.0,west coast,evening,0.14,0.16,2,0,night owl,football,6,senior
711,712,0.0,west coast,noon,0.16,0.17,2,2,night owl,football,6,senior
711,712,0.0,west coast,noon,0.0,0.0,1,2,night owl,football,6,senior
711,712,3.01,west coast,noon,0.0,0.01,1,1,night owl,football,6,senior
711,712,83.06,west coast,noon,0.0,0.16,0,1,night owl,football,6,senior
711,712,14.76,west coast,noon,0.1,0.33,0,2,night owl,football,6,senior
